發票年月,縣市代碼,縣市名稱,行業名稱,平均開立張數,平均開立金額,平均客單價
2013/9/1,Q,嘉義縣,超級市場,39488,11374271,288
2013/9/1,T,屏東縣,便利商店,18463,2279314,123
2013/9/1,T,屏東縣,綜合商品零售業,43270,5571799,129
2013/9/1,T,屏東縣,零售式量販店,15271,4979935,326
2013/9/1,T,屏東縣,食品、飲料及菸草製品零售業,12111,3556768,294
2013/9/1,U,花蓮縣,便利商店,53699,5139790,96
2013/9/1,U,花蓮縣,綜合商品零售業,45132,5617418,124
2013/9/1,V,臺東縣,便利商店,46062,4581687,99
2013/9/1,V,臺東縣,綜合商品零售業,42500,4571428,108
2013/9/1,X,澎湖縣,便利商店,63461,8669329,137
2013/9/1,X,澎湖縣,綜合商品零售業,55986,8016855,143
2013/10/1,A,臺北市,便利商店,51682,3963826,77
2013/10/1,A,臺北市,百貨公司,151267,331076957,2189
2013/10/1,A,臺北市,綜合商品零售業,48251,14025429,291
2013/10/1,A,臺北市,超級市場,16066,3387335,211
2013/10/1,A,臺北市,零售式量販店,30099,15405571,512
2013/10/1,A,臺北市,食品、飲料及菸草製品零售業,22054,3709575,168
2013/10/1,A,臺北市,餐飲業,15921,3746704,235
2013/10/1,B,臺中市,便利商店,20404,2070768,101
2013/10/1,B,臺中市,百貨公司,193207,463100567,2397
2013/10/1,B,臺中市,綜合商品零售業,47544,10884472,229
2013/10/1,B,臺中市,超級市場,268297,24200984,90
2013/10/1,B,臺中市,零售式量販店,47550,24195081,509
2013/10/1,B,臺中市,食品、飲料及菸草製品零售業,20810,4051175,195
2013/10/1,B,臺中市,餐飲業,12905,2136719,166
2013/10/1,C,基隆市,便利商店,31814,2582962,81
2013/10/1,C,基隆市,綜合商品零售業,29602,2795097,94
2013/10/1,C,基隆市,超級市場,17110,3972840,232
2013/10/1,C,基隆市,食品、飲料及菸草製品零售業,14262,1929787,135
2013/10/1,D,臺南市,便利商店,19923,2119326,106
2013/10/1,D,臺南市,百貨公司,89109,133984969,1504
2013/10/1,D,臺南市,綜合商品零售業,57300,9554339,167
2013/10/1,D,臺南市,超級市場,500561,40956413,82
2013/10/1,D,臺南市,零售式量販店,24224,12129910,501
2013/10/1,D,臺南市,食品、飲料及菸草製品零售業,15820,3909796,247
2013/10/1,D,臺南市,餐飲業,11489,1492648,130
2013/10/1,E,高雄市,便利商店,19913,1991733,100
2013/10/1,E,高雄市,百貨公司,76205,105180204,1380
2013/10/1,E,高雄市,綜合商品零售業,21327,5315221,249
2013/10/1,E,高雄市,超級市場,20664,4595489,222
2013/10/1,E,高雄市,零售式量販店,14276,9701830,680
2013/10/1,E,高雄市,食品、飲料及菸草製品零售業,691805,54870238,79
2013/10/1,E,高雄市,餐飲業,10292,1358897,132
2013/10/1,F,新北市,便利商店,37952,3206841,84
2013/10/1,F,新北市,百貨公司,27600,29312074,1062
2013/10/1,F,新北市,綜合商品零售業,34403,4393661,128
2013/10/1,F,新北市,超級市場,16422,4414360,269
2013/10/1,F,新北市,零售式量販店,20600,8560842,416
2013/10/1,F,新北市,食品、飲料及菸草製品零售業,16330,2570356,157
2013/10/1,F,新北市,餐飲業,12823,1713945,134
2013/10/1,G,宜蘭縣,便利商店,40704,3793345,93
2013/10/1,G,宜蘭縣,綜合商品零售業,37029,4156278,112
2013/10/1,G,宜蘭縣,超級市場,22156,6280014,283
2013/10/1,G,宜蘭縣,食品、飲料及菸草製品零售業,15300,3555303,232
2013/10/1,H,桃園市,便利商店,41060,3533760,86
2013/10/1,H,桃園市,百貨公司,30658,29501818,962
2013/10/1,H,桃園市,綜合商品零售業,38102,4759927,125
2013/10/1,H,桃園市,超級市場,21908,7145145,326
2013/10/1,H,桃園市,零售式量販店,31278,17311039,553
2013/10/1,H,桃園市,食品、飲料及菸草製品零售業,16205,2991546,185
2013/10/1,H,桃園市,餐飲業,33022,31607590,957
2013/10/1,I,嘉義市,便利商店,19516,1938542,99
2013/10/1,I,嘉義市,綜合商品零售業,42505,11188449,263
2013/10/1,I,嘉義市,超級市場,153897,14422836,94
2013/10/1,J,新竹縣,便利商店,16578,1516969,92
2013/10/1,J,新竹縣,綜合商品零售業,15943,1794266,113
2013/10/1,J,新竹縣,超級市場,6194,1613627,261
2013/10/1,J,新竹縣,食品、飲料及菸草製品零售業,10589,3713008,351
2013/10/1,K,苗栗縣,便利商店,16647,1606622,97
2013/10/1,K,苗栗縣,綜合商品零售業,17394,2665378,153
2013/10/1,K,苗栗縣,超級市場,16288,4440144,273
2013/10/1,K,苗栗縣,食品、飲料及菸草製品零售業,21479,3906451,182
2013/10/1,M,南投縣,便利商店,39061,3929075,101
2013/10/1,M,南投縣,綜合商品零售業,37624,4329548,115
2013/10/1,N,彰化縣,便利商店,18307,2169161,118
2013/10/1,N,彰化縣,綜合商品零售業,40068,4527092,113
2013/10/1,N,彰化縣,超級市場,369266,34858086,94
2013/10/1,N,彰化縣,食品、飲料及菸草製品零售業,22401,4899485,219
2013/10/1,O,新竹市,便利商店,43860,3389068,77
2013/10/1,O,新竹市,百貨公司,85287,116729548,1369
2013/10/1,O,新竹市,綜合商品零售業,44753,11829210,264
2013/10/1,O,新竹市,超級市場,11394,1934943,170
2013/10/1,O,新竹市,食品、飲料及菸草製品零售業,13174,2913216,221
2013/10/1,O,新竹市,餐飲業,10741,1511662,141
2013/10/1,P,雲林縣,便利商店,40957,3893162,95
2013/10/1,P,雲林縣,綜合商品零售業,38395,4525190,118
2013/10/1,P,雲林縣,超級市場,33469,12133343,363
2013/10/1,P,雲林縣,食品、飲料及菸草製品零售業,15921,5004177,314
2013/10/1,Q,嘉義縣,便利商店,44881,4023127,90
2013/10/1,Q,嘉義縣,綜合商品零售業,43389,4555584,105
2013/10/1,Q,嘉義縣,超級市場,38349,11098943,289
2013/10/1,T,屏東縣,便利商店,19887,2349555,118
2013/10/1,T,屏東縣,綜合商品零售業,46406,7720412,166
2013/10/1,T,屏東縣,零售式量販店,15254,4886806,320
2013/10/1,T,屏東縣,食品、飲料及菸草製品零售業,13724,3979916,290
2013/10/1,U,花蓮縣,便利商店,59507,5545161,93
2013/10/1,U,花蓮縣,綜合商品零售業,49759,8908209,179
2013/10/1,V,臺東縣,便利商店,50643,4905985,97
2013/10/1,V,臺東縣,綜合商品零售業,46293,4890705,106
2013/10/1,X,澎湖縣,便利商店,56743,7731174,136
2013/10/1,X,澎湖縣,綜合商品零售業,50016,7143404,143
2013/11/1,A,臺北市,便利商店,48718,3788579,78
2013/11/1,A,臺北市,百貨公司,128831,290281369,2253
2013/11/1,A,臺北市,綜合商品零售業,45288,13867434,306
2013/11/1,A,臺北市,超級市場,14761,3112386,211
2013/11/1,A,臺北市,零售式量販店,27286,14447617,529
2013/11/1,A,臺北市,食品、飲料及菸草製品零售業,20590,3494164,170
2013/11/1,A,臺北市,餐飲業,14347,7722752,538
2013/11/1,B,臺中市,便利商店,18452,1937541,105
2013/11/1,B,臺中市,百貨公司,113360,193838998,1710
2013/11/1,B,臺中市,綜合商品零售業,42759,7094370,166
2013/11/1,B,臺中市,超級市場,250316,23046221,92
2013/11/1,B,臺中市,零售式量販店,44897,23569347,525
2013/11/1,B,臺中市,食品、飲料及菸草製品零售業,17178,3340038,194
2013/11/1,B,臺中市,餐飲業,11713,1997394,171
2013/11/1,C,基隆市,便利商店,28149,2357286,84
2013/11/1,C,基隆市,綜合商品零售業,26525,2581228,97
2013/11/1,C,基隆市,超級市場,16527,3928411,238
2013/11/1,C,基隆市,食品、飲料及菸草製品零售業,14266,2013524,141
2013/11/1,D,臺南市,便利商店,18496,1993938,108
2013/11/1,D,臺南市,百貨公司,150431,379501445,2523
2013/11/1,D,臺南市,綜合商品零售業,54823,15294211,279
2013/11/1,D,臺南市,超級市場,380936,31787282,83
2013/11/1,D,臺南市,零售式量販店,23059,11605626,503
2013/11/1,D,臺南市,食品、飲料及菸草製品零售業,16010,4005987,250
2013/11/1,D,臺南市,餐飲業,12054,1567069,130
2013/11/1,E,高雄市,便利商店,18843,1899827,101
2013/11/1,E,高雄市,百貨公司,86178,132639661,1539
2013/11/1,E,高雄市,綜合商品零售業,20296,5935770,292
2013/11/1,E,高雄市,超級市場,17711,4127359,233
2013/11/1,E,高雄市,零售式量販店,13654,9806017,718
2013/11/1,E,高雄市,食品、飲料及菸草製品零售業,595291,48181207,81
2013/11/1,E,高雄市,餐飲業,9310,1310757,141
2013/11/1,F,新北市,便利商店,34957,2995308,86
2013/11/1,F,新北市,百貨公司,26093,23147698,887
2013/11/1,F,新北市,綜合商品零售業,31838,3961022,124
2013/11/1,F,新北市,超級市場,15673,4248349,271
2013/11/1,F,新北市,零售式量販店,19688,8514452,432
2013/11/1,F,新北市,食品、飲料及菸草製品零售業,15227,2429156,160
2013/11/1,F,新北市,餐飲業,11946,2349322,197
2013/11/1,G,宜蘭縣,便利商店,35910,3463215,96
2013/11/1,G,宜蘭縣,綜合商品零售業,32409,3805075,117
2013/11/1,G,宜蘭縣,超級市場,18411,5515252,300
2013/11/1,G,宜蘭縣,食品、飲料及菸草製品零售業,16880,3998726,237
2013/11/1,H,桃園市,便利商店,38544,3376226,88
2013/11/1,H,桃園市,百貨公司,47320,92327437,1951
2013/11/1,H,桃園市,綜合商品零售業,36220,6292034,174
2013/11/1,H,桃園市,超級市場,20431,6814544,334
2013/11/1,H,桃園市,零售式量販店,32564,17960980,552
2013/11/1,H,桃園市,食品、飲料及菸草製品零售業,14627,2857377,195
2013/11/1,H,桃園市,餐飲業,29019,20858455,719
2013/11/1,I,嘉義市,便利商店,17496,1785676,102
2013/11/1,I,嘉義市,綜合商品零售業,37590,7387696,197
2013/11/1,I,嘉義市,超級市場,123156,11906668,97
2013/11/1,J,新竹縣,便利商店,15216,1424199,94
2013/11/1,J,新竹縣,綜合商品零售業,14691,1688621,115
2013/11/1,J,新竹縣,超級市場,6501,1752101,269
2013/11/1,J,新竹縣,食品、飲料及菸草製品零售業,10704,3825207,357
2013/11/1,K,苗栗縣,便利商店,14652,1438443,98
2013/11/1,K,苗栗縣,綜合商品零售業,15609,2470025,158
2013/11/1,K,苗栗縣,超級市場,15324,4171975,272
2013/11/1,K,苗栗縣,食品、飲料及菸草製品零售業,20767,3756740,181
2013/11/1,M,南投縣,便利商店,35583,3686011,104
2013/11/1,M,南投縣,綜合商品零售業,34436,4220926,123
2013/11/1,N,彰化縣,便利商店,16491,2011145,122
2013/11/1,N,彰化縣,綜合商品零售業,36893,4304486,117
2013/11/1,N,彰化縣,超級市場,348562,34018776,98
2013/11/1,N,彰化縣,食品、飲料及菸草製品零售業,20545,4696260,229
2013/11/1,O,新竹市,便利商店,39549,3128540,79
2013/11/1,O,新竹市,百貨公司,110726,160816275,1452
2013/11/1,O,新竹市,綜合商品零售業,42208,13240970,314
2013/11/1,O,新竹市,超級市場,10571,1811462,171
2013/11/1,O,新竹市,食品、飲料及菸草製品零售業,11800,2716986,230
2013/11/1,O,新竹市,餐飲業,9606,1409888,147
2013/11/1,P,雲林縣,便利商店,39126,3833496,98
2013/11/1,P,雲林縣,綜合商品零售業,36507,4442726,122
2013/11/1,P,雲林縣,超級市場,30745,11465020,373
2013/11/1,P,雲林縣,食品、飲料及菸草製品零售業,13054,4214628,323
2013/11/1,Q,嘉義縣,便利商店,38530,3527081,92
2013/11/1,Q,嘉義縣,綜合商品零售業,37554,4010701,107
2013/11/1,Q,嘉義縣,超級市場,35589,10344620,291
2013/11/1,T,屏東縣,便利商店,17782,2153234,121
2013/11/1,T,屏東縣,綜合商品零售業,42152,6257625,148
2013/11/1,T,屏東縣,零售式量販店,14128,4500994,319
2013/11/1,T,屏東縣,食品、飲料及菸草製品零售業,12364,3619340,293
2013/11/1,U,花蓮縣,便利商店,53510,5142468,96
2013/11/1,U,花蓮縣,綜合商品零售業,45477,7374260,162
2013/11/1,U,花蓮縣,食品、飲料及菸草製品零售業,4287,998972,233
2013/11/1,V,臺東縣,便利商店,46885,4697956,100
2013/11/1,V,臺東縣,綜合商品零售業,41721,4548853,109
2013/11/1,X,澎湖縣,便利商店,59059,8278954,140
2013/11/1,X,澎湖縣,綜合商品零售業,50890,7474386,147
2013/12/1,A,臺北市,便利商店,26440,2189371,83
2013/12/1,A,臺北市,百貨公司,124670,200135430,1605
2013/12/1,A,臺北市,綜合商品零售業,27065,6720988,248
2013/12/1,A,臺北市,超級市場,14315,2945985,206
2013/12/1,A,臺北市,零售式量販店,26602,14204267,534
2013/12/1,A,臺北市,食品、飲料及菸草製品零售業,17808,2791477,157
2013/12/1,A,臺北市,餐飲業,13185,3852822,292
2013/12/1,B,臺中市,便利商店,15553,1587223,102
2013/12/1,B,臺中市,百貨公司,114093,221638098,1943
2013/12/1,B,臺中市,綜合商品零售業,23803,4885206,205
2013/12/1,B,臺中市,超級市場,84637,8802066,104
2013/12/1,B,臺中市,零售式量販店,45926,25328933,552
2013/12/1,B,臺中市,食品、飲料及菸草製品零售業,15432,2788179,181
2013/12/1,B,臺中市,餐飲業,11210,4599025,410
2013/12/1,C,基隆市,便利商店,19200,1684160,88
2013/12/1,C,基隆市,綜合商品零售業,18737,1922263,103
2013/12/1,C,基隆市,超級市場,15506,3782430,244
2013/12/1,C,基隆市,食品、飲料及菸草製品零售業,13913,1839970,132
2013/12/1,D,臺南市,便利商店,14868,1492613,100
2013/12/1,D,臺南市,百貨公司,94400,127648196,1352
2013/12/1,D,臺南市,綜合商品零售業,24457,4507705,184
2013/12/1,D,臺南市,超級市場,86089,7752486,90
2013/12/1,D,臺南市,零售式量販店,23910,12313013,515
2013/12/1,D,臺南市,食品、飲料及菸草製品零售業,15138,3029662,200
2013/12/1,D,臺南市,餐飲業,11818,1611342,136
2013/12/1,E,高雄市,便利商店,15910,1556376,98
2013/12/1,E,高雄市,百貨公司,74068,80840666,1091
2013/12/1,E,高雄市,綜合商品零售業,16853,3228824,192
2013/12/1,E,高雄市,超級市場,15722,2919650,186
2013/12/1,E,高雄市,零售式量販店,14806,10772872,728
2013/12/1,E,高雄市,食品、飲料及菸草製品零售業,210901,18085675,86
2013/12/1,E,高雄市,餐飲業,8845,1280101,145
2013/12/1,F,新北市,便利商店,20961,1897270,91
2013/12/1,F,新北市,百貨公司,26650,19777172,742
2013/12/1,F,新北市,綜合商品零售業,20498,2666958,130
2013/12/1,F,新北市,超級市場,14990,3924626,262
2013/12/1,F,新北市,零售式量販店,20584,9088650,442
2013/12/1,F,新北市,食品、飲料及菸草製品零售業,15015,2289770,152
2013/12/1,F,新北市,餐飲業,10567,1545331,146
2013/12/1,G,宜蘭縣,便利商店,19104,1920775,101
2013/12/1,G,宜蘭縣,綜合商品零售業,18655,2301744,123
2013/12/1,G,宜蘭縣,超級市場,16919,4674972,276
2013/12/1,G,宜蘭縣,食品、飲料及菸草製品零售業,16748,4022599,240
2013/12/1,H,桃園市,便利商店,20851,1936999,93
2013/12/1,H,桃園市,百貨公司,32868,33629905,1023
2013/12/1,H,桃園市,綜合商品零售業,20864,2983376,143
2013/12/1,H,桃園市,超級市場,19748,6755572,342
2013/12/1,H,桃園市,零售式量販店,34817,21529226,618
2013/12/1,H,桃園市,食品、飲料及菸草製品零售業,13897,2305092,166
2013/12/1,H,桃園市,餐飲業,32351,27833047,860
2013/12/1,I,嘉義市,便利商店,14710,1455962,99
2013/12/1,I,嘉義市,綜合商品零售業,21843,4185673,192
2013/12/1,I,嘉義市,超級市場,58246,6501403,112
2013/12/1,J,新竹縣,便利商店,13451,1286547,96
2013/12/1,J,新竹縣,綜合商品零售業,13084,1463440,112
2013/12/1,J,新竹縣,超級市場,6802,1599977,235
2013/12/1,J,新竹縣,食品、飲料及菸草製品零售業,11310,4065114,359
2013/12/1,K,苗栗縣,便利商店,13005,1293359,99
2013/12/1,K,苗栗縣,綜合商品零售業,13666,2002366,147
2013/12/1,K,苗栗縣,超級市場,14149,3818210,270
2013/12/1,K,苗栗縣,食品、飲料及菸草製品零售業,18151,3553501,196
2013/12/1,M,南投縣,便利商店,18807,2038486,108
2013/12/1,M,南投縣,綜合商品零售業,18775,2402035,128
2013/12/1,M,南投縣,超級市場,15580,3873538,249
2013/12/1,N,彰化縣,便利商店,13799,1615890,117
2013/12/1,N,彰化縣,綜合商品零售業,19871,2490543,125
2013/12/1,N,彰化縣,超級市場,95840,10725763,112
2013/12/1,N,彰化縣,食品、飲料及菸草製品零售業,18316,4374861,239
2013/12/1,O,新竹市,便利商店,21985,1823420,83
2013/12/1,O,新竹市,百貨公司,119896,147462225,1230
2013/12/1,O,新竹市,綜合商品零售業,25732,7980595,310
2013/12/1,O,新竹市,超級市場,10543,1526775,145
2013/12/1,O,新竹市,食品、飲料及菸草製品零售業,11377,2380739,209
2013/12/1,O,新竹市,餐飲業,8704,1339463,154
2013/12/1,P,雲林縣,便利商店,19102,1990521,104
2013/12/1,P,雲林縣,綜合商品零售業,19097,2488918,130
2013/12/1,P,雲林縣,超級市場,22611,7664850,339
2013/12/1,P,雲林縣,食品、飲料及菸草製品零售業,13782,3832348,278
2013/12/1,Q,嘉義縣,便利商店,18977,1820239,96
2013/12/1,Q,嘉義縣,綜合商品零售業,19515,2197216,113
2013/12/1,Q,嘉義縣,超級市場,32521,8954451,275
2013/12/1,T,屏東縣,便利商店,14321,1606999,112
2013/12/1,T,屏東縣,綜合商品零售業,20929,2984759,143
2013/12/1,T,屏東縣,超級市場,12989,2417433,186
2013/12/1,T,屏東縣,零售式量販店,13915,4080071,293
2013/12/1,T,屏東縣,食品、飲料及菸草製品零售業,10156,2682382,264
2013/12/1,U,花蓮縣,便利商店,19704,1974527,100
2013/12/1,U,花蓮縣,綜合商品零售業,18966,2820988,149
2013/12/1,U,花蓮縣,食品、飲料及菸草製品零售業,2797,878198,314
2013/12/1,V,臺東縣,便利商店,20106,2089704,104
2013/12/1,V,臺東縣,綜合商品零售業,19504,2213691,114
2013/12/1,W,金門縣,便利商店,29425,3306973,112
2013/12/1,W,金門縣,綜合商品零售業,28269,4180395,148
2013/12/1,X,澎湖縣,便利商店,18632,2776141,149
2013/12/1,X,澎湖縣,綜合商品零售業,17917,2775529,155
2013/12/1,Z,連江縣,便利商店,24200,3394922,140
2013/12/1,Z,連江縣,綜合商品零售業,24200,3394922,140
2014/1/1,A,臺北市,便利商店,25769,2241784,87
2014/1/1,A,臺北市,百貨公司,124603,199229385,1599
2014/1/1,A,臺北市,綜合商品零售業,27753,7009534,253
2014/1/1,A,臺北市,超級市場,28597,5575236,195
2014/1/1,A,臺北市,零售式量販店,30472,19479474,639
2014/1/1,A,臺北市,食品、飲料及菸草製品零售業,23763,3408497,143
2014/1/1,A,臺北市,餐飲業,11642,3356070,288
2014/1/1,B,臺中市,便利商店,22046,2299105,104
2014/1/1,B,臺中市,百貨公司,108959,224943172,2064
2014/1/1,B,臺中市,綜合商品零售業,23503,5616966,239
2014/1/1,B,臺中市,超級市場,22773,4166989,183
2014/1/1,B,臺中市,零售式量販店,51158,36178466,707
2014/1/1,B,臺中市,食品、飲料及菸草製品零售業,20803,3612010,174
2014/1/1,B,臺中市,餐飲業,11143,2306615,207
2014/1/1,C,基隆市,便利商店,20068,1819787,91
2014/1/1,C,基隆市,綜合商品零售業,20196,2189930,108
2014/1/1,C,基隆市,超級市場,22953,5998739,261
2014/1/1,C,基隆市,食品、飲料及菸草製品零售業,19695,2457986,125
2014/1/1,D,臺南市,便利商店,22814,2322008,102
2014/1/1,D,臺南市,百貨公司,79116,101086688,1278
2014/1/1,D,臺南市,綜合商品零售業,24381,4963516,204
2014/1/1,D,臺南市,超級市場,27894,3198024,115
2014/1/1,D,臺南市,零售式量販店,27070,15908827,588
2014/1/1,D,臺南市,食品、飲料及菸草製品零售業,21442,3878839,181
2014/1/1,D,臺南市,餐飲業,11134,1665073,150
2014/1/1,E,高雄市,便利商店,23124,2309952,100
2014/1/1,E,高雄市,百貨公司,75249,74226111,986
2014/1/1,E,高雄市,綜合商品零售業,24072,4246581,176
2014/1/1,E,高雄市,超級市場,24705,4274500,173
2014/1/1,E,高雄市,零售式量販店,16566,14790205,893
2014/1/1,E,高雄市,食品、飲料及菸草製品零售業,16936,2930385,173
2014/1/1,E,高雄市,餐飲業,9079,1382548,152
2014/1/1,F,新北市,便利商店,21135,1999263,95
2014/1/1,F,新北市,百貨公司,28394,22644340,798
2014/1/1,F,新北市,綜合商品零售業,21534,3040607,141
2014/1/1,F,新北市,超級市場,28786,7670758,266
2014/1/1,F,新北市,零售式量販店,19594,10693573,546
2014/1/1,F,新北市,食品、飲料及菸草製品零售業,18541,2765691,149
2014/1/1,F,新北市,餐飲業,10740,1681800,157
2014/1/1,G,宜蘭縣,便利商店,20616,2136825,104
2014/1/1,G,宜蘭縣,綜合商品零售業,20397,2635102,129
2014/1/1,G,宜蘭縣,超級市場,21925,5967504,272
2014/1/1,G,宜蘭縣,食品、飲料及菸草製品零售業,17938,4477287,250
2014/1/1,H,桃園市,便利商店,20593,2013474,98
2014/1/1,H,桃園市,百貨公司,33506,37964861,1133
2014/1/1,H,桃園市,綜合商品零售業,21380,3429961,160
2014/1/1,H,桃園市,超級市場,35350,13239262,375
2014/1/1,H,桃園市,零售式量販店,38166,30045870,787
2014/1/1,H,桃園市,食品、飲料及菸草製品零售業,19510,3110120,159
2014/1/1,H,桃園市,餐飲業,29832,27632721,926
2014/1/1,I,嘉義市,便利商店,21929,2191123,100
2014/1/1,I,嘉義市,綜合商品零售業,22964,5292922,230
2014/1/1,I,嘉義市,超級市場,22788,4006994,176
2014/1/1,J,新竹縣,便利商店,19388,1912927,99
2014/1/1,J,新竹縣,綜合商品零售業,19309,2216307,115
2014/1/1,J,新竹縣,超級市場,17169,3889698,227
2014/1/1,J,新竹縣,食品、飲料及菸草製品零售業,12923,4665535,361
2014/1/1,K,苗栗縣,便利商店,19050,1995725,105
2014/1/1,K,苗栗縣,綜合商品零售業,19755,3045315,154
2014/1/1,K,苗栗縣,超級市場,21034,6152533,293
2014/1/1,K,苗栗縣,食品、飲料及菸草製品零售業,19428,4263191,219
2014/1/1,M,南投縣,便利商店,19378,2247352,116
2014/1/1,M,南投縣,綜合商品零售業,19478,2797432,144
2014/1/1,M,南投縣,超級市場,25778,6124540,238
2014/1/1,N,彰化縣,便利商店,20829,2446983,117
2014/1/1,N,彰化縣,綜合商品零售業,21002,2818417,134
2014/1/1,N,彰化縣,超級市場,25123,4504180,179
2014/1/1,N,彰化縣,食品、飲料及菸草製品零售業,21907,5662785,258
2014/1/1,O,新竹市,便利商店,20233,1762796,87
2014/1/1,O,新竹市,百貨公司,90075,103709096,1151
2014/1/1,O,新竹市,綜合商品零售業,24836,7386093,297
2014/1/1,O,新竹市,超級市場,20887,2816292,135
2014/1/1,O,新竹市,食品、飲料及菸草製品零售業,14462,3103209,215
2014/1/1,O,新竹市,餐飲業,8873,1434366,162
2014/1/1,P,雲林縣,便利商店,19429,2203183,113
2014/1/1,P,雲林縣,綜合商品零售業,20166,3075519,153
2014/1/1,P,雲林縣,超級市場,33115,12506500,378
2014/1/1,P,雲林縣,食品、飲料及菸草製品零售業,17489,4827819,276
2014/1/1,Q,嘉義縣,便利商店,19144,2010062,105
2014/1/1,Q,嘉義縣,綜合商品零售業,19898,2464690,124
2014/1/1,Q,嘉義縣,超級市場,36854,10562890,287
2014/1/1,T,屏東縣,便利商店,21818,2467308,113
2014/1/1,T,屏東縣,百貨公司,37846,40241749,1063
2014/1/1,T,屏東縣,綜合商品零售業,21600,3507343,162
2014/1/1,T,屏東縣,超級市場,22910,4165365,182
2014/1/1,T,屏東縣,零售式量販店,16856,5305024,315
2014/1/1,T,屏東縣,食品、飲料及菸草製品零售業,13029,3409881,262
2014/1/1,U,花蓮縣,便利商店,20594,2235688,109
2014/1/1,U,花蓮縣,綜合商品零售業,20101,3500361,174
2014/1/1,U,花蓮縣,食品、飲料及菸草製品零售業,4153,1468194,354
2014/1/1,V,臺東縣,便利商店,21368,2363432,111
2014/1/1,V,臺東縣,綜合商品零售業,20993,2547826,121
2014/1/1,V,臺東縣,食品、飲料及菸草製品零售業,7427,3433912,462
2014/1/1,W,金門縣,便利商店,25257,3034729,120
2014/1/1,W,金門縣,綜合商品零售業,26245,4211877,160
2014/1/1,X,澎湖縣,便利商店,19601,3259213,166
2014/1/1,X,澎湖縣,綜合商品零售業,18535,3223309,174
2014/1/1,Z,連江縣,便利商店,19650,2897696,147
2014/1/1,Z,連江縣,綜合商品零售業,19650,2897696,147
2014/2/1,A,臺北市,便利商店,22580,1926906,85
2014/2/1,A,臺北市,百貨公司,117683,173101965,1471
2014/2/1,A,臺北市,綜合商品零售業,24364,5856867,240
2014/2/1,A,臺北市,超級市場,24730,4489898,182
2014/2/1,A,臺北市,零售式量販店,24155,11880560,492
2014/2/1,A,臺北市,食品、飲料及菸草製品零售業,20578,2874331,140
2014/2/1,A,臺北市,餐飲業,10686,3167368,296
2014/2/1,B,臺中市,便利商店,20198,2069373,102
2014/2/1,B,臺中市,百貨公司,95111,172367584,1812
2014/2/1,B,臺中市,綜合商品零售業,21252,4487235,211
2014/2/1,B,臺中市,超級市場,20109,3443111,171
2014/2/1,B,臺中市,零售式量販店,36098,19041042,527
2014/2/1,B,臺中市,食品、飲料及菸草製品零售業,18525,2967428,160
2014/2/1,B,臺中市,餐飲業,10260,2181352,213
2014/2/1,C,基隆市,便利商店,17212,1605217,93
2014/2/1,C,基隆市,綜合商品零售業,17219,1852444,108
2014/2/1,C,基隆市,超級市場,18638,4357383,234
2014/2/1,C,基隆市,食品、飲料及菸草製品零售業,16272,2029473,125
2014/2/1,D,臺南市,便利商店,20991,2053072,98
2014/2/1,D,臺南市,百貨公司,70469,88375380,1254
2014/2/1,D,臺南市,綜合商品零售業,22221,4239146,191
2014/2/1,D,臺南市,超級市場,25181,2704759,107
2014/2/1,D,臺南市,零售式量販店,21940,10468166,477
2014/2/1,D,臺南市,食品、飲料及菸草製品零售業,18748,3047754,163
2014/2/1,D,臺南市,餐飲業,11916,1680725,141
2014/2/1,E,高雄市,便利商店,21129,2016043,95
2014/2/1,E,高雄市,百貨公司,68001,60583576,891
2014/2/1,E,高雄市,綜合商品零售業,21755,3461971,159
2014/2/1,E,高雄市,超級市場,21162,3347594,158
2014/2/1,E,高雄市,零售式量販店,12179,8644668,710
2014/2/1,E,高雄市,食品、飲料及菸草製品零售業,14820,2843139,192
2014/2/1,E,高雄市,餐飲業,8720,1318374,151
2014/2/1,F,新北市,便利商店,18410,1753217,95
2014/2/1,F,新北市,百貨公司,24991,17161400,687
2014/2/1,F,新北市,綜合商品零售業,18688,2501183,134
2014/2/1,F,新北市,超級市場,24121,5617732,233
2014/2/1,F,新北市,零售式量販店,15734,6846613,435
2014/2/1,F,新北市,食品、飲料及菸草製品零售業,15994,2265343,142
2014/2/1,F,新北市,餐飲業,9522,1497794,157
2014/2/1,G,宜蘭縣,便利商店,19206,2017179,105
2014/2/1,G,宜蘭縣,綜合商品零售業,18833,2344143,124
2014/2/1,G,宜蘭縣,超級市場,19172,4618633,241
2014/2/1,G,宜蘭縣,食品、飲料及菸草製品零售業,16365,4051400,248
2014/2/1,H,桃園市,便利商店,17939,1767297,99
2014/2/1,H,桃園市,百貨公司,26913,26871207,998
2014/2/1,H,桃園市,綜合商品零售業,18463,2729514,148
2014/2/1,H,桃園市,超級市場,28278,9012415,319
2014/2/1,H,桃園市,零售式量販店,28771,16807831,584
2014/2/1,H,桃園市,食品、飲料及菸草製品零售業,16875,2547591,151
2014/2/1,H,桃園市,餐飲業,29787,23673512,795
2014/2/1,I,嘉義市,便利商店,20049,1946884,97
2014/2/1,I,嘉義市,綜合商品零售業,20587,4172777,203
2014/2/1,I,嘉義市,超級市場,20105,3358440,167
2014/2/1,J,新竹縣,便利商店,17203,1704634,99
