發票年,發票月,縣市代碼,縣市名稱,行業名稱,平均開立張數,平均開立金額,平均客單價
2015,1,G,宜蘭縣,便利商店,20147,1976433,98
2015,1,H,桃園市,便利商店,20258,1872441,92
2015,1,I,嘉義市,便利商店,20681,1937820,94
2015,1,J,新竹縣,便利商店,19002,1807000,95
2015,1,K,苗栗縣,便利商店,19051,1887999,99
2015,1,M,南投縣,便利商店,19301,2146409,111
2015,1,N,彰化縣,便利商店,19453,2130420,110
2015,1,O,新竹市,便利商店,19347,1648859,85
2015,1,P,雲林縣,便利商店,18259,1937430,106
2015,1,Q,嘉義縣,便利商店,18751,1868930,100
2015,1,T,屏東縣,便利商店,20996,2214871,105
2015,1,U,花蓮縣,便利商店,21038,2157610,103
2015,1,V,臺東縣,便利商店,21151,2247474,106
2015,1,W,金門縣,便利商店,22302,2916215,131
2015,1,X,澎湖縣,便利商店,17309,2692700,156
2015,1,Z,連江縣,便利商店,20357,2899427,142
2015,2,A,臺北市,便利商店,21417,1966511,92
2015,2,B,臺中市,便利商店,19968,2189805,110
2015,2,C,基隆市,便利商店,17255,1712840,99
2015,2,D,臺南市,便利商店,20364,2214942,109
2015,2,E,高雄市,便利商店,20795,2170985,104
2015,2,F,新北市,便利商店,18287,1859455,102
2015,2,G,宜蘭縣,便利商店,20111,2203885,110
2015,2,H,桃園市,便利商店,17985,1862210,104
2015,2,I,嘉義市,便利商店,20195,2068388,102
2015,2,J,新竹縣,便利商店,17130,1827303,107
2015,2,K,苗栗縣,便利商店,18197,2073484,114
2015,2,M,南投縣,便利商店,20609,2620182,127
2015,2,N,彰化縣,便利商店,19263,2361734,123
2015,2,O,新竹市,便利商店,16601,1557535,94
2015,2,P,雲林縣,便利商店,18500,2211973,120
2015,2,Q,嘉義縣,便利商店,18809,2141702,114
2015,2,T,屏東縣,便利商店,21718,2532911,117
2015,2,U,花蓮縣,便利商店,21663,2534042,117
2015,2,V,臺東縣,便利商店,22632,2694923,119
2015,2,W,金門縣,便利商店,19908,2895749,145
2015,2,X,澎湖縣,便利商店,17310,2915217,168
2015,2,Z,連江縣,便利商店,17395,2471210,142
2015,3,A,臺北市,便利商店,25694,2113656,82
2015,3,B,臺中市,便利商店,23271,2231433,96
2015,3,C,基隆市,便利商店,18697,1646903,88
2015,3,D,臺南市,便利商店,23546,2178693,93
2015,3,E,高雄市,便利商店,23492,2142121,91
2015,3,F,新北市,便利商店,20781,1872776,90
2015,3,G,宜蘭縣,便利商店,19905,1948281,98
2015,3,H,桃園市,便利商店,20876,1894967,91
2015,3,I,嘉義市,便利商店,21634,1951207,90
2015,3,J,新竹縣,便利商店,19136,1799870,94
2015,3,K,苗栗縣,便利商店,19575,1896621,97
2015,3,M,南投縣,便利商店,19870,2168741,109
2015,3,N,彰化縣,便利商店,20511,2187723,107
2015,3,O,新竹市,便利商店,20691,1709732,83
2015,3,P,雲林縣,便利商店,19263,1969013,102
2015,3,Q,嘉義縣,便利商店,19743,1916755,97
2015,3,T,屏東縣,便利商店,22472,2289765,102
2015,3,U,花蓮縣,便利商店,21892,2156449,99
2015,3,V,臺東縣,便利商店,21234,2188839,103
2015,3,W,金門縣,便利商店,22951,2974468,130
2015,3,X,澎湖縣,便利商店,19256,2787340,145
2015,3,Z,連江縣,便利商店,20603,2699758,131
2015,4,A,臺北市,便利商店,26168,2125013,81
2015,4,B,臺中市,便利商店,23532,2208713,94
2015,4,C,基隆市,便利商店,19442,1666247,86
2015,4,D,臺南市,便利商店,23674,2179470,92
2015,4,E,高雄市,便利商店,23544,2137452,91
2015,4,F,新北市,便利商店,21326,1873883,88
2015,4,G,宜蘭縣,便利商店,20825,1977308,95
2015,4,H,桃園市,便利商店,21687,1914369,88
2015,4,I,嘉義市,便利商店,21926,1926582,88
2015,4,J,新竹縣,便利商店,20089,1829252,91
2015,4,K,苗栗縣,便利商店,20170,1918467,95
2015,4,M,南投縣,便利商店,20655,2233666,108
2015,4,N,彰化縣,便利商店,21109,2213419,105
2015,4,O,新竹市,便利商店,21375,1730088,81
2015,4,P,雲林縣,便利商店,20133,2032551,101
2015,4,Q,嘉義縣,便利商店,20718,1987752,96
2015,4,T,屏東縣,便利商店,23349,2387914,102
2015,4,U,花蓮縣,便利商店,23019,2301444,100
2015,4,V,臺東縣,便利商店,22087,2280336,103
2015,4,W,金門縣,便利商店,24182,3178754,131
2015,4,X,澎湖縣,便利商店,21961,3122121,142
2015,4,Z,連江縣,便利商店,22516,2839789,126
2015,5,A,臺北市,便利商店,28333,2287581,81
2015,5,B,臺中市,便利商店,24873,2334201,94
2015,5,C,基隆市,便利商店,21302,1794280,84
2015,5,D,臺南市,便利商店,25301,2344341,93
2015,5,E,高雄市,便利商店,25168,2296793,91
2015,5,F,新北市,便利商店,23179,2023695,87
2015,5,G,宜蘭縣,便利商店,22051,2079443,94
2015,5,H,桃園市,便利商店,23265,2057280,88
2015,5,I,嘉義市,便利商店,23115,2047872,89
2015,5,J,新竹縣,便利商店,21543,1953667,91
2015,5,K,苗栗縣,便利商店,21525,2039369,95
2015,5,M,南投縣,便利商店,20910,2296103,110
2015,5,N,彰化縣,便利商店,22097,2316365,105
2015,5,O,新竹市,便利商店,22979,1853269,81
2015,5,P,雲林縣,便利商店,21366,2112532,99
2015,5,Q,嘉義縣,便利商店,21512,2064351,96
2015,5,T,屏東縣,便利商店,24376,2503703,103
2015,5,U,花蓮縣,便利商店,24176,2352745,97
2015,5,V,臺東縣,便利商店,23240,2365369,102
2015,5,W,金門縣,便利商店,26552,3441252,130
2015,5,X,澎湖縣,便利商店,25359,3493419,138
2015,5,Z,連江縣,便利商店,25166,3136052,125
2015,6,A,臺北市,便利商店,29188,2315919,79
2015,6,B,臺中市,便利商店,25953,2383180,92
2015,6,C,基隆市,便利商店,22330,1829825,82
2015,6,D,臺南市,便利商店,26085,2386395,91
2015,6,E,高雄市,便利商店,25807,2304207,89
2015,6,F,新北市,便利商店,24137,2062467,85
2015,6,G,宜蘭縣,便利商店,23447,2174522,93
2015,6,H,桃園市,便利商店,24393,2100420,86
2015,6,I,嘉義市,便利商店,23804,2072247,87
2015,6,J,新竹縣,便利商店,22591,2011561,89
2015,6,K,苗栗縣,便利商店,22564,2085464,92
2015,6,M,南投縣,便利商店,22213,2404195,108
2015,6,N,彰化縣,便利商店,23071,2363695,102
2015,6,O,新竹市,便利商店,23906,1898981,79
2015,6,P,雲林縣,便利商店,21770,2146794,99
2015,6,Q,嘉義縣,便利商店,22559,2120288,94
2015,6,T,屏東縣,便利商店,25885,2608766,101
2015,6,U,花蓮縣,便利商店,25891,2484701,96
2015,6,V,臺東縣,便利商店,24758,2458696,99
2015,6,W,金門縣,便利商店,28276,3508876,124
2015,6,X,澎湖縣,便利商店,27946,3714807,133
2015,6,Z,連江縣,便利商店,27319,3289311,120
2015,7,A,臺北市,便利商店,29856,2408980,81
2015,7,B,臺中市,便利商店,25895,2448154,95
2015,7,C,基隆市,便利商店,22397,1901910,85
2015,7,D,臺南市,便利商店,25658,2449134,95
2015,7,E,高雄市,便利商店,25486,2370693,93
2015,7,F,新北市,便利商店,24429,2152132,88
2015,7,G,宜蘭縣,便利商店,24788,2324538,94
2015,7,H,桃園市,便利商店,24563,2166721,88
2015,7,I,嘉義市,便利商店,24217,2141197,88
2015,7,J,新竹縣,便利商店,23275,2094153,90
2015,7,K,苗栗縣,便利商店,22260,2111515,95
2015,7,M,南投縣,便利商店,22946,2564018,112
2015,7,N,彰化縣,便利商店,23502,2416890,103
2015,7,O,新竹市,便利商店,23629,1919863,81
2015,7,P,雲林縣,便利商店,21694,2207879,102
2015,7,Q,嘉義縣,便利商店,22361,2200477,98
2015,7,T,屏東縣,便利商店,25582,2674858,105
2015,7,U,花蓮縣,便利商店,27106,2673183,99
2015,7,V,臺東縣,便利商店,27025,2796698,103
2015,7,W,金門縣,便利商店,27835,3551130,128
2015,7,X,澎湖縣,便利商店,26842,3695321,138
2015,7,Z,連江縣,便利商店,26142,3275254,125
2015,8,A,臺北市,便利商店,28796,2457698,85
2015,8,B,臺中市,便利商店,25071,2593885,103
2015,8,C,基隆市,便利商店,21430,1955213,91
2015,8,D,臺南市,便利商店,25004,2663791,107
2015,8,E,高雄市,便利商店,24955,2526972,101
2015,8,F,新北市,便利商店,23465,2197656,94
2015,8,G,宜蘭縣,便利商店,22728,2317003,102
2015,8,H,桃園市,便利商店,23501,2177939,93
2015,8,I,嘉義市,便利商店,23235,2266863,98
2015,8,J,新竹縣,便利商店,22138,2107007,95
2015,8,K,苗栗縣,便利商店,21910,2251599,103
2015,8,M,南投縣,便利商店,21668,2740140,126
2015,8,N,彰化縣,便利商店,22548,2676354,119
2015,8,O,新竹市,便利商店,22638,1923319,85
2015,8,P,雲林縣,便利商店,21011,2361952,112
2015,8,Q,嘉義縣,便利商店,20947,2198514,105
2015,8,T,屏東縣,便利商店,24732,2847822,115
2015,8,U,花蓮縣,便利商店,25499,2778101,109
2015,8,V,臺東縣,便利商店,25185,2753142,109
2015,8,W,金門縣,便利商店,27968,3742145,134
2015,8,X,澎湖縣,便利商店,25786,4028924,156
2015,8,Z,連江縣,便利商店,26195,3372771,129
2015,9,A,臺北市,便利商店,27276,2275718,83
2015,9,B,臺中市,便利商店,24530,2416121,98
2015,9,C,基隆市,便利商店,20539,1800260,88
2015,9,D,臺南市,便利商店,24287,2389125,98
2015,9,E,高雄市,便利商店,24399,2300861,94
2015,9,F,新北市,便利商店,22429,2042025,91
2015,9,G,宜蘭縣,便利商店,21637,2121842,98
2015,9,H,桃園市,便利商店,22481,2040672,91
2015,9,I,嘉義市,便利商店,22475,2090599,93
2015,9,J,新竹縣,便利商店,21436,2013589,94
2015,9,K,苗栗縣,便利商店,21068,2066768,98
2015,9,M,南投縣,便利商店,21219,2420536,114
2015,9,N,彰化縣,便利商店,21701,2406760,111
2015,9,O,新竹市,便利商店,22264,1846901,83
2015,9,P,雲林縣,便利商店,20483,2166180,106
2015,9,Q,嘉義縣,便利商店,20523,2014727,98
2015,9,T,屏東縣,便利商店,24159,2565258,106
2015,9,U,花蓮縣,便利商店,23777,2428862,102
2015,9,V,臺東縣,便利商店,22870,2326897,102
2015,9,W,金門縣,便利商店,26709,3474353,130
2015,9,X,澎湖縣,便利商店,24396,3701698,152
2015,9,Z,連江縣,便利商店,25767,3409745,132
2015,10,A,臺北市,便利商店,28360,2319554,82
2015,10,B,臺中市,便利商店,25616,2412860,94
2015,10,C,基隆市,便利商店,20911,1831487,88
2015,10,D,臺南市,便利商店,25139,2369526,94
2015,10,E,高雄市,便利商店,25029,2312163,92
2015,10,F,新北市,便利商店,22967,2048209,89
2015,10,G,宜蘭縣,便利商店,21907,2126967,97
2015,10,H,桃園市,便利商店,23207,2077515,90
2015,10,I,嘉義市,便利商店,22843,2067390,91
2015,10,J,新竹縣,便利商店,22071,2012371,91
2015,10,K,苗栗縣,便利商店,22033,2095496,95
2015,10,M,南投縣,便利商店,22278,2464375,111
2015,10,N,彰化縣,便利商店,22419,2357082,105
2015,10,O,新竹市,便利商店,23514,1919180,82
2015,10,P,雲林縣,便利商店,21167,2125566,100
2015,10,Q,嘉義縣,便利商店,21586,2046151,95
2015,10,T,屏東縣,便利商店,24784,2560002,103
2015,10,U,花蓮縣,便利商店,24705,2470185,100
2015,10,V,臺東縣,便利商店,23467,2373563,101
2015,10,W,金門縣,便利商店,28885,3661833,127
2015,10,X,澎湖縣,便利商店,22119,3297099,149
2015,10,Z,連江縣,便利商店,25930,3211937,124
2015,11,A,臺北市,便利商店,26811,2218357,83
2015,11,B,臺中市,便利商店,24262,2382232,98
2015,11,C,基隆市,便利商店,19530,1739459,89
2015,11,D,臺南市,便利商店,24042,2461029,102
2015,11,E,高雄市,便利商店,23666,2248971,95
2015,11,F,新北市,便利商店,21614,1954074,90
2015,11,G,宜蘭縣,便利商店,20834,2071835,99
2015,11,H,桃園市,便利商店,21960,1977838,90
2015,11,I,嘉義市,便利商店,21253,1950828,92
2015,11,J,新竹縣,便利商店,20794,1920086,92
2015,11,K,苗栗縣,便利商店,20613,1980381,96
2015,11,M,南投縣,便利商店,21093,2366152,112
2015,11,N,彰化縣,便利商店,21124,2276878,108
2015,11,O,新竹市,便利商店,22176,1825916,82
2015,11,P,雲林縣,便利商店,19946,2053644,103
2015,11,Q,嘉義縣,便利商店,20486,1983853,97
2015,11,T,屏東縣,便利商店,22794,2387112,105
2015,11,U,花蓮縣,便利商店,22909,2399402,105
2015,11,V,臺東縣,便利商店,21564,2261618,105
2015,11,W,金門縣,便利商店,26984,3452576,128
2015,11,X,澎湖縣,便利商店,19968,3047506,153
2015,11,Z,連江縣,便利商店,23539,3078796,131
2015,12,A,臺北市,便利商店,26444,2277903,86
2015,12,B,臺中市,便利商店,23396,2352652,101
2015,12,C,基隆市,便利商店,18690,1717636,92
2015,12,D,臺南市,便利商店,23670,2371135,100
2015,12,E,高雄市,便利商店,23378,2274927,97
2015,12,F,新北市,便利商店,20928,1968754,94
2015,12,G,宜蘭縣,便利商店,20206,2078346,103
2015,12,H,桃園市,便利商店,21243,1991856,94
2015,12,I,嘉義市,便利商店,21073,2017183,96
2015,12,J,新竹縣,便利商店,20153,1934918,96
2015,12,K,苗栗縣,便利商店,19604,1966339,100
2015,12,M,南投縣,便利商店,20254,2354688,116
2015,12,N,彰化縣,便利商店,20477,2354234,115
2015,12,O,新竹市,便利商店,21551,1836391,85
2015,12,P,雲林縣,便利商店,19371,2090008,108
2015,12,Q,嘉義縣,便利商店,19863,2015188,101
2015,12,T,屏東縣,便利商店,22187,2387154,108
2015,12,U,花蓮縣,便利商店,22848,2472406,108
2015,12,V,臺東縣,便利商店,21501,2399992,112
2015,12,W,金門縣,便利商店,24774,3312343,134
2015,12,X,澎湖縣,便利商店,19356,3141556,162
2015,12,Z,連江縣,便利商店,22248,3185793,143
2016,1,A,臺北市,便利商店,25025,2265296,91
2016,1,B,臺中市,便利商店,22284,2360309,106
2016,1,C,基隆市,便利商店,17817,1704176,96
2016,1,D,臺南市,便利商店,22353,2401769,107
2016,1,E,高雄市,便利商店,22345,2283150,102
2016,1,F,新北市,便利商店,20240,1989780,98
2016,1,G,宜蘭縣,便利商店,19947,2100322,105
2016,1,H,桃園市,便利商店,20241,1995641,99
2016,1,I,嘉義市,便利商店,20395,2022839,99
2016,1,J,新竹縣,便利商店,19071,1917433,101
2016,1,K,苗栗縣,便利商店,18594,1993777,107
2016,1,M,南投縣,便利商店,19518,2397300,123
2016,1,N,彰化縣,便利商店,19808,2366053,119
2016,1,O,新竹市,便利商店,19692,1769358,90
2016,1,P,雲林縣,便利商店,18569,2139052,115
2016,1,Q,嘉義縣,便利商店,18688,2016849,108
2016,1,T,屏東縣,便利商店,21583,2468966,114
2016,1,U,花蓮縣,便利商店,22151,2544388,115
2016,1,V,臺東縣,便利商店,21490,2481196,115
2016,1,W,金門縣,便利商店,23164,3420296,148
2016,1,X,澎湖縣,便利商店,18629,3206967,172
2016,1,Z,連江縣,便利商店,21786,3218394,148
2016,2,A,臺北市,便利商店,21713,2073770,96
2016,2,B,臺中市,便利商店,20895,2401609,115
2016,2,C,基隆市,便利商店,17188,1784422,104
2016,2,D,臺南市,便利商店,21656,2683778,124
2016,2,E,高雄市,便利商店,21428,2284313,107
2016,2,F,新北市,便利商店,18457,1951082,106
2016,2,G,宜蘭縣,便利商店,20809,2356023,113
2016,2,H,桃園市,便利商店,18366,1971460,107
2016,2,I,嘉義市,便利商店,20675,2155236,104
2016,2,J,新竹縣,便利商店,17378,1902792,109
2016,2,K,苗栗縣,便利商店,18613,2197826,118
2016,2,M,南投縣,便利商店,21533,2840767,132
2016,2,N,彰化縣,便利商店,19949,2554627,128
2016,2,O,新竹市,便利商店,17474,1704219,98
2016,2,P,雲林縣,便利商店,19709,2431949,123
2016,2,Q,嘉義縣,便利商店,19752,2308294,117
2016,2,T,屏東縣,便利商店,23122,2768944,120
2016,2,U,花蓮縣,便利商店,23542,2934813,125
2016,2,V,臺東縣,便利商店,24492,3093138,126
2016,2,W,金門縣,便利商店,21850,3370345,154
2016,2,X,澎湖縣,便利商店,18411,3142520,171
2016,2,Z,連江縣,便利商店,19433,2858785,147
2016,3,A,臺北市,便利商店,26188,2259154,86
2016,3,B,臺中市,便利商店,23130,2341894,101
2016,3,C,基隆市,便利商店,18510,1690981,91
2016,3,D,臺南市,便利商店,23442,2469348,105
2016,3,E,高雄市,便利商店,23376,2246409,96
2016,3,F,新北市,便利商店,20648,1937705,94
2016,3,G,宜蘭縣,便利商店,20134,2040296,101
2016,3,H,桃園市,便利商店,21048,1983068,94
2016,3,I,嘉義市,便利商店,21095,1986377,94
2016,3,J,新竹縣,便利商店,19588,1873678,96
2016,3,K,苗栗縣,便利商店,19362,1965206,101
2016,3,M,南投縣,便利商店,19079,2244237,118
2016,3,N,彰化縣,便利商店,20236,2319469,115
2016,3,O,新竹市,便利商店,21179,1833168,87
2016,3,P,雲林縣,便利商店,19459,2109566,108
2016,3,Q,嘉義縣,便利商店,20293,2044706,101
2016,3,T,屏東縣,便利商店,22193,2374622,107
2016,3,U,花蓮縣,便利商店,22253,2397921,108
2016,3,V,臺東縣,便利商店,21317,2375600,111
2016,3,W,金門縣,便利商店,23936,3642759,152
2016,3,X,澎湖縣,便利商店,19574,3010976,154
2016,3,Z,連江縣,便利商店,22749,3090554,136
2016,4,A,臺北市,便利商店,26116,2212103,85
2016,4,B,臺中市,便利商店,23944,2344237,98
2016,4,C,基隆市,便利商店,19214,1717357,89
2016,4,D,臺南市,便利商店,24142,2495312,103
2016,4,E,高雄市,便利商店,23635,2244848,95
2016,4,F,新北市,便利商店,21324,1952445,92
2016,4,G,宜蘭縣,便利商店,21334,2106025,99
2016,4,H,桃園市,便利商店,21702,1997580,92
2016,4,I,嘉義市,便利商店,21873,2032945,93
2016,4,J,新竹縣,便利商店,20252,1894720,94
2016,4,K,苗栗縣,便利商店,20596,2029505,99
2016,4,M,南投縣,便利商店,20804,2393459,115
2016,4,N,彰化縣,便利商店,21335,2374844,111
2016,4,O,新竹市,便利商店,21539,1819421,84
2016,4,P,雲林縣,便利商店,20925,2217606,106
2016,4,Q,嘉義縣,便利商店,21433,2139425,100
2016,4,T,屏東縣,便利商店,23915,2535658,106
2016,4,U,花蓮縣,便利商店,23770,2555946,108
2016,4,V,臺東縣,便利商店,23967,2631744,110
2016,4,W,金門縣,便利商店,24550,3967485,162
2016,4,X,澎湖縣,便利商店,23461,3422191,146
2016,4,Z,連江縣,便利商店,24895,3278014,132
2016,5,A,臺北市,便利商店,28813,2379489,83
2016,5,B,臺中市,便利商店,26102,2461698,94
2016,5,C,基隆市,便利商店,21103,1833238,87
2016,5,D,臺南市,便利商店,25970,2457400,95
2016,5,E,高雄市,便利商店,25505,2346963,92
2016,5,F,新北市,便利商店,23431,2087078,89
2016,5,G,宜蘭縣,便利商店,22665,2184644,96
2016,5,H,桃園市,便利商店,23894,2129766,89
2016,5,I,嘉義市,便利商店,23420,2093131,89
2016,5,J,新竹縣,便利商店,22340,2023184,91
2016,5,K,苗栗縣,便利商店,22524,2153060,96
2016,5,M,南投縣,便利商店,22054,2465524,112
2016,5,N,彰化縣,便利商店,23088,2465860,107
2016,5,O,新竹市,便利商店,23746,1922746,81
2016,5,P,雲林縣,便利商店,22025,2234143,101
2016,5,Q,嘉義縣,便利商店,22426,2146077,96
2016,5,T,屏東縣,便利商店,25440,2627860,103
2016,5,U,花蓮縣,便利商店,24794,2577333,104
2016,5,V,臺東縣,便利商店,24162,2545076,105
2016,5,W,金門縣,便利商店,28371,3909100,138
2016,5,X,澎湖縣,便利商店,27713,3913896,141
2016,5,Z,連江縣,便利商店,30283,3870961,128
2016,6,A,臺北市,便利商店,28371,2366369,83
2016,6,B,臺中市,便利商店,25665,2446590,95
2016,6,C,基隆市,便利商店,21495,1844924,86
2016,6,D,臺南市,便利商店,25292,2446747,97
2016,6,E,高雄市,便利商店,24976,2320855,93
2016,6,F,新北市,便利商店,23394,2085826,89
2016,6,G,宜蘭縣,便利商店,23397,2245848,96
2016,6,H,桃園市,便利商店,23862,2135237,89
2016,6,I,嘉義市,便利商店,23138,2100559,91
2016,6,J,新竹縣,便利商店,22351,2040461,91
2016,6,K,苗栗縣,便利商店,22460,2145936,96
2016,6,M,南投縣,便利商店,21858,2481125,114
2016,6,N,彰化縣,便利商店,22904,2460644,107
2016,6,O,新竹市,便利商店,23452,1916413,82
2016,6,P,雲林縣,便利商店,21662,2229521,103
2016,6,Q,嘉義縣,便利商店,21820,2135651,98
2016,6,T,屏東縣,便利商店,25359,2695166,106
2016,6,U,花蓮縣,便利商店,25441,2640385,104
2016,6,V,臺東縣,便利商店,24816,2627293,106
2016,6,W,金門縣,便利商店,29038,3973961,137
2016,6,X,澎湖縣,便利商店,29359,4042345,138
2016,6,Z,連江縣,便利商店,30559,3757401,123
2016,7,A,臺北市,便利商店,29535,2490192,84
2016,7,B,臺中市,便利商店,26347,2581519,98
2016,7,C,基隆市,便利商店,22449,1986681,88
2016,7,D,臺南市,便利商店,26052,2751030,106
2016,7,E,高雄市,便利商店,25577,2476658,97
2016,7,F,新北市,便利商店,24412,2226186,91
2016,7,G,宜蘭縣,便利商店,25268,2469925,98
2016,7,H,桃園市,便利商店,24712,2252938,91
2016,7,I,嘉義市,便利商店,24005,2223418,93
2016,7,J,新竹縣,便利商店,23299,2160473,93
2016,7,K,苗栗縣,便利商店,23415,2303238,98
2016,7,M,南投縣,便利商店,23779,2786119,117
2016,7,N,彰化縣,便利商店,24000,2620854,109
2016,7,O,新竹市,便利商店,23734,1990489,84
2016,7,P,雲林縣,便利商店,22244,2349350,106
2016,7,Q,嘉義縣,便利商店,22698,2304234,102
2016,7,T,屏東縣,便利商店,26484,2919281,110
2016,7,U,花蓮縣,便利商店,26670,2866467,107
2016,7,V,臺東縣,便利商店,28282,3133945,111
2016,7,W,金門縣,便利商店,29677,4040764,136
2016,7,X,澎湖縣,便利商店,29118,4211725,145
2016,7,Z,連江縣,便利商店,31380,3968293,126
2016,8,A,臺北市,便利商店,29591,2473716,84
2016,8,B,臺中市,便利商店,25788,2600320,101
2016,8,C,基隆市,便利商店,21988,1937489,88
2016,8,D,臺南市,便利商店,25288,2658512,105
2016,8,E,高雄市,便利商店,24913,2492837,100
2016,8,F,新北市,便利商店,24171,2186503,90
2016,8,G,宜蘭縣,便利商店,24408,2420540,99
2016,8,H,桃園市,便利商店,24124,2180994,90
2016,8,I,嘉義市,便利商店,23523,2212303,94
2016,8,J,新竹縣,便利商店,23136,2146354,93
2016,8,K,苗栗縣,便利商店,22511,2248307,100
2016,8,M,南投縣,便利商店,22848,2841083,124
2016,8,N,彰化縣,便利商店,23229,2727423,117
2016,8,O,新竹市,便利商店,23342,1934354,83
2016,8,P,雲林縣,便利商店,21623,2390367,111
2016,8,Q,嘉義縣,便利商店,21504,2226077,104
2016,8,T,屏東縣,便利商店,24839,2850469,115
2016,8,U,花蓮縣,便利商店,26308,2979263,113
2016,8,V,臺東縣,便利商店,25725,2919520,113
2016,8,W,金門縣,便利商店,29174,4194824,144
2016,8,X,澎湖縣,便利商店,27086,4215536,156
2016,8,Z,連江縣,便利商店,30963,3980035,129
